,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1233,30,1,793,Research & Development,16,1,Life Sciences,1729,2,1,33,3,1,Research Scientist,4,2,2862,3811,1,0,12,3,2,1,10,2,2,10,0,0,8,0
896,31,1,1062,Research & Development,24,3,Medical,1252,3,0,96,2,2,Healthcare Representative,1,1,6812,17198,1,0,19,3,2,0,10,2,3,10,9,1,8,0
402,30,1,1082,Sales,12,3,Technical Degree,533,2,0,83,3,2,Sales Executive,3,1,6577,19558,0,0,11,3,2,0,6,6,3,5,4,4,4,0
1008,54,1,971,Research & Development,1,3,Medical,1422,4,0,54,3,4,Research Director,4,1,17328,5652,6,0,19,3,4,0,29,3,2,20,7,12,7,0
852,29,1,1401,Research & Development,6,1,Medical,1192,2,0,54,3,1,Laboratory Technician,4,2,3131,26342,1,0,13,3,1,1,10,5,3,10,8,0,8,0
928,44,1,621,Research & Development,15,3,Medical,1295,1,0,73,3,3,Healthcare Representative,4,2,7978,14075,1,0,11,3,4,1,10,2,3,10,7,0,5,1
1247,31,1,1003,Sales,5,3,Technical Degree,1749,1,1,51,3,2,Sales Executive,3,2,8346,20943,1,0,19,3,3,1,6,3,3,5,2,0,2,0
1351,48,2,117,Research & Development,22,3,Medical,1900,4,0,58,3,4,Manager,4,1,17174,2437,3,0,11,3,2,1,24,3,3,22,17,4,7,0
1113,32,0,1200,Research & Development,1,4,Technical Degree,1574,4,1,62,3,2,Research Scientist,1,2,4087,25174,4,0,14,3,2,1,9,3,2,6,5,1,2,0
1302,35,1,185,Research & Development,23,4,Medical,1826,2,1,91,1,1,Laboratory Technician,3,2,2705,9696,0,0,16,3,2,1,6,2,4,5,4,0,3,0
678,48,1,1469,Research & Development,20,4,Medical,945,4,1,51,3,1,Research Scientist,3,2,2259,5543,4,0,17,3,1,2,13,2,2,0,0,0,0,0
55,33,2,515,Research & Development,1,2,Life Sciences,73,1,0,98,3,3,Research Director,4,1,13458,15146,1,1,12,3,3,0,15,1,3,15,14,8,12,0
541,36,0,427,Research & Development,8,3,Life Sciences,742,1,0,63,4,3,Research Director,1,2,11713,20335,9,0,14,3,1,1,10,2,3,8,7,0,5,0
208,40,0,1151,Research & Development,9,5,Life Sciences,287,4,1,63,2,2,Healthcare Representative,4,2,4876,14242,9,0,14,3,4,1,5,5,1,3,2,0,2,0
315,43,2,185,Research & Development,10,4,Life Sciences,430,3,0,33,3,1,Laboratory Technician,4,1,2455,10675,0,0,19,3,1,0,9,5,3,8,7,1,7,0
737,41,1,549,Research & Development,7,2,Medical,1025,4,0,42,3,2,Manufacturing Director,3,1,5003,23371,6,0,14,3,2,0,8,6,3,2,2,2,1,0
111,34,2,658,Research & Development,7,3,Life Sciences,147,1,1,66,1,2,Laboratory Technician,3,1,6074,22887,1,1,24,4,4,0,9,3,3,9,7,0,6,1
1104,29,1,598,Research & Development,9,3,Life Sciences,1558,3,1,91,4,1,Research Scientist,3,2,2451,22376,6,0,18,3,1,2,5,2,2,1,0,0,0,0
138,25,1,959,Sales,28,3,Life Sciences,183,1,1,41,2,2,Sales Executive,3,2,8639,24835,2,0,18,3,4,0,6,3,3,2,2,2,2,0
669,39,1,1122,Research & Development,6,3,Medical,932,4,1,70,3,1,Laboratory Technician,1,2,2404,4303,7,1,21,4,4,0,8,2,1,2,2,2,2,1
376,51,1,1178,Sales,14,2,Life Sciences,500,3,0,87,3,2,Sales Executive,4,2,4936,14862,4,0,11,3,3,1,18,2,2,7,7,0,7,0
1253,33,0,1283,Sales,2,3,Marketing,1756,4,0,62,3,2,Sales Executive,2,1,5147,10697,8,0,15,3,4,0,13,2,2,11,7,1,7,0
1176,49,1,301,Research & Development,22,4,Other,1655,1,0,72,3,4,Research Director,2,2,16413,3498,3,0,16,3,2,2,27,2,3,4,2,1,2,0
765,38,2,1186,Research & Development,3,4,Other,1060,3,1,44,3,1,Research Scientist,3,2,2821,2997,3,0,16,3,1,1,8,2,3,2,2,2,2,0
223,38,1,119,Sales,3,3,Life Sciences,307,1,1,76,3,3,Sales Executive,3,1,10609,9647,0,0,12,3,3,2,17,6,2,16,10,5,13,0
1277,46,1,734,Research & Development,2,4,Medical,1789,3,1,46,3,5,Research Director,4,1,19328,14218,7,1,17,3,3,1,24,3,3,2,1,2,2,0
76,35,1,776,Sales,1,4,Marketing,100,3,1,32,2,2,Sales Executive,1,1,4312,23016,0,0,14,3,2,0,16,2,3,15,13,2,8,0
1040,40,0,218,Research & Development,8,1,Medical,1468,4,1,55,2,3,Research Director,2,1,13757,25178,2,0,11,3,3,1,16,5,3,9,8,4,8,0
544,47,2,217,Sales,3,3,Medical,746,4,0,49,3,4,Sales Executive,3,1,13770,10225,9,1,12,3,4,2,28,2,2,22,2,11,13,0
288,26,1,1449,Research & Development,16,4,Medical,394,1,1,45,3,1,Laboratory Technician,2,1,2373,14180,2,1,13,3,4,1,5,2,3,3,2,0,2,1
771,54,1,1082,Sales,2,4,Life Sciences,1070,3,0,41,2,3,Sales Executive,3,2,10686,8392,6,0,11,3,2,1,13,4,3,9,4,7,0,0
1334,27,2,1131,Research & Development,15,3,Life Sciences,1870,4,0,77,2,1,Research Scientist,1,2,4774,23844,0,0,19,3,4,1,8,2,2,7,6,7,3,0
203,40,1,905,Research & Development,19,2,Medical,281,3,1,99,3,2,Laboratory Technician,4,2,2741,16523,8,1,15,3,3,1,15,2,4,7,2,3,7,0
552,56,1,832,Research & Development,9,3,Medical,762,3,1,81,3,4,Healthcare Representative,4,2,11103,20420,7,0,11,3,3,0,30,1,2,10,7,1,1,0
740,35,1,802,Research & Development,10,3,Other,1028,2,1,45,3,1,Laboratory Technician,4,1,3917,9541,1,0,20,4,1,1,3,4,2,3,2,1,2,0
763,34,1,1333,Sales,10,4,Life Sciences,1055,3,0,87,3,1,Sales Representative,3,2,2220,18410,1,1,19,3,4,1,1,2,3,1,1,0,0,0
1009,58,1,1055,Research & Development,1,3,Medical,1423,4,0,76,3,5,Research Director,1,2,19701,22456,3,1,21,4,3,1,32,3,3,9,8,1,5,0
1112,38,1,903,Research & Development,2,3,Medical,1573,3,1,81,3,2,Manufacturing Director,2,2,4855,7653,4,0,11,3,1,2,7,2,3,5,2,1,4,1
256,42,1,269,Research & Development,2,3,Medical,351,4,0,56,2,1,Laboratory Technician,1,1,2593,8007,0,1,11,3,3,1,10,4,3,9,6,7,8,0
424,57,1,210,Sales,29,3,Marketing,568,1,1,56,2,4,Manager,4,1,14118,22102,3,0,12,3,3,1,32,3,2,1,0,0,0,0
525,24,1,693,Sales,3,2,Life Sciences,720,1,0,65,3,2,Sales Executive,3,1,4577,24785,9,0,14,3,1,0,4,3,3,2,2,2,0,1
878,42,0,179,Human Resources,2,5,Medical,1231,4,1,79,4,2,Human Resources,1,2,6272,12858,7,0,16,3,1,1,10,3,4,4,3,0,3,0
469,32,0,1474,Sales,11,4,Other,631,4,1,60,4,2,Sales Executive,3,2,4707,23914,8,0,12,3,4,0,6,2,3,4,2,1,2,1
847,34,2,669,Research & Development,1,3,Medical,1184,4,1,97,2,2,Healthcare Representative,1,1,5343,25755,0,0,20,4,3,0,14,3,3,13,9,4,9,0
1329,29,1,352,Human Resources,6,1,Medical,1865,4,1,87,2,1,Human Resources,2,2,2804,15434,1,0,11,3,4,0,1,3,3,1,0,0,0,0
705,39,1,903,Sales,2,5,Life Sciences,985,1,1,41,4,3,Sales Executive,3,1,7880,2560,0,0,18,3,4,0,9,3,3,8,7,0,7,0
447,35,1,619,Sales,1,3,Marketing,600,2,1,85,3,2,Sales Executive,3,2,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9,0
1421,47,0,1162,Research & Development,1,1,Medical,2000,3,0,98,3,3,Research Director,2,2,11957,17231,0,0,18,3,1,2,14,3,1,13,8,5,12,0
161,27,0,691,Research & Development,9,3,Medical,218,4,1,57,3,1,Research Scientist,2,1,2024,5970,6,0,18,3,4,1,6,1,1,2,2,2,2,0
1178,20,1,1141,Sales,2,3,Medical,1657,3,0,31,3,1,Sales Representative,3,1,2783,13251,1,0,19,3,1,0,2,3,3,2,2,2,2,0
782,30,1,1176,Research & Development,20,3,Other,1084,3,1,85,3,2,Manufacturing Director,1,2,9957,9096,0,0,15,3,3,1,7,1,2,6,2,0,2,0
572,29,1,657,Research & Development,27,3,Medical,793,2,0,66,3,2,Healthcare Representative,3,2,4335,25549,4,0,12,3,1,1,11,3,2,8,7,1,1,0
621,36,1,928,Sales,1,2,Life Sciences,857,2,1,56,3,2,Sales Executive,4,2,6201,2823,1,1,14,3,4,1,18,1,2,18,14,4,11,0
185,33,1,931,Research & Development,14,3,Medical,252,4,0,72,3,1,Research Scientist,2,2,2756,4673,1,0,13,3,4,1,8,5,3,8,7,1,6,0
1212,34,1,678,Research & Development,19,3,Life Sciences,1701,2,0,35,2,1,Research Scientist,4,2,2929,20338,1,0,12,3,2,0,10,3,3,10,9,8,7,0
574,34,1,182,Research & Development,1,4,Life Sciences,797,2,0,72,4,1,Research Scientist,4,1,3280,13551,2,0,16,3,3,0,10,2,3,4,2,1,3,0
759,45,1,788,Human Resources,24,4,Medical,1049,2,1,36,3,1,Human Resources,2,1,2177,8318,1,0,16,3,1,0,6,3,3,6,3,0,4,0
1319,32,2,1318,Sales,10,4,Marketing,1853,4,1,79,3,2,Sales Executive,4,1,4648,26075,8,0,13,3,3,0,4,2,4,0,0,0,0,0
126,58,1,147,Research & Development,23,4,Medical,165,4,0,94,3,3,Healthcare Representative,4,2,10312,3465,1,0,12,3,4,1,40,3,2,40,10,15,6,1
1013,30,1,855,Sales,7,4,Marketing,1428,4,0,73,3,2,Sales Executive,1,1,4779,12761,7,0,14,3,2,2,8,3,3,3,2,0,2,0
707,47,2,1379,Research & Development,16,4,Medical,987,3,1,64,4,2,Manufacturing Director,3,1,5067,6759,1,1,19,3,3,0,20,3,4,19,10,2,7,0
444,48,1,163,Sales,2,5,Marketing,595,2,0,37,3,2,Sales Executive,4,2,4051,19658,2,0,14,3,1,1,14,2,3,9,7,6,7,0
731,20,1,1097,Research & Development,11,3,Medical,1016,4,0,98,2,1,Research Scientist,1,1,2600,18275,1,1,15,3,1,0,1,2,3,1,0,0,0,1
253,42,1,916,Research & Development,17,2,Life Sciences,347,4,0,82,4,2,Research Scientist,1,1,6545,23016,3,1,13,3,3,0,10,1,3,3,2,0,2,0
328,33,2,508,Sales,10,3,Marketing,446,2,1,46,2,2,Sales Executive,4,1,4682,4317,3,0,14,3,3,0,9,6,2,7,7,0,1,0
81,35,1,1214,Research & Development,1,3,Medical,105,2,1,30,2,1,Research Scientist,3,1,2859,26278,1,0,18,3,1,0,6,3,3,6,4,0,4,0
99,44,0,489,Research & Development,23,3,Medical,132,2,1,67,3,2,Laboratory Technician,2,2,2042,25043,4,0,12,3,3,1,17,3,4,3,2,1,2,0
30,33,1,924,Research & Development,2,3,Medical,39,3,1,78,3,1,Laboratory Technician,4,1,2496,6670,4,0,11,3,4,0,7,3,3,1,1,0,0,0
387,40,1,759,Sales,2,2,Marketing,516,4,0,46,3,2,Sales Executive,2,1,5715,22553,7,0,12,3,3,2,8,5,3,5,4,1,3,0
809,28,1,950,Research & Development,3,3,Medical,1121,4,0,93,3,3,Manufacturing Director,2,1,7655,8039,0,0,17,3,2,3,10,3,2,9,7,1,7,0
1268,53,0,661,Research & Development,1,4,Medical,1775,1,0,60,2,4,Manufacturing Director,3,2,12965,22308,4,1,20,4,4,3,27,2,2,3,2,0,2,0
1235,46,1,1277,Sales,2,3,Life Sciences,1732,3,1,74,3,3,Sales Executive,4,1,10368,5596,4,1,12,3,2,1,13,5,2,10,6,0,3,0
975,55,1,267,Sales,13,4,Marketing,1372,1,1,85,4,4,Sales Executive,3,1,13695,9277,6,1,17,3,3,0,24,2,2,19,7,3,8,1
1223,47,2,1093,Sales,9,3,Life Sciences,1716,3,1,82,1,4,Sales Executive,3,2,12936,24164,7,0,11,3,3,0,25,3,1,23,5,14,10,1
900,36,2,469,Research & Development,3,3,Technical Degree,1257,3,1,46,3,1,Research Scientist,2,2,3692,9256,1,0,12,3,3,0,12,2,2,11,10,0,7,0
383,22,1,253,Research & Development,11,3,Medical,511,1,0,43,3,1,Research Scientist,2,2,2244,24440,1,0,13,3,4,1,2,1,3,2,1,1,2,0
1299,40,1,1194,Research & Development,1,3,Life Sciences,1822,3,0,52,3,2,Healthcare Representative,4,1,6513,9060,4,0,17,3,4,1,12,3,3,5,3,0,3,0
684,40,1,658,Sales,10,4,Marketing,954,1,1,67,2,3,Sales Executive,2,1,9705,20652,2,0,12,3,2,1,11,2,2,1,0,0,0,0
549,34,1,970,Research & Development,8,2,Medical,757,2,0,96,3,2,Healthcare Representative,3,1,6142,7360,3,0,11,3,4,0,10,2,3,5,1,4,3,0
1185,43,1,1291,Research & Development,15,2,Life Sciences,1666,3,1,65,2,4,Research Director,3,2,17603,3525,1,0,24,4,1,1,14,3,3,14,10,6,11,0
600,32,1,859,Research & Development,4,3,Life Sciences,830,3,0,98,2,2,Manufacturing Director,3,2,6162,19124,1,0,12,3,3,1,14,3,3,14,13,6,8,0
1401,55,1,189,Human Resources,26,4,Human Resources,1973,3,1,71,4,5,Manager,2,2,19636,25811,4,1,18,3,1,1,35,0,3,10,9,1,4,0
372,35,1,755,Research & Development,9,4,Life Sciences,496,3,1,97,2,2,Healthcare Representative,2,1,6540,19394,9,0,19,3,3,0,10,5,3,1,1,0,0,0
1427,40,1,543,Research & Development,1,4,Life Sciences,2012,1,1,83,3,1,Laboratory Technician,4,2,2406,4060,8,0,19,3,3,2,8,3,2,1,0,0,0,0
186,40,1,989,Research & Development,4,1,Medical,253,4,0,46,3,5,Manager,3,2,19033,6499,1,0,14,3,2,1,21,2,3,20,8,9,9,0
1225,45,1,1005,Research & Development,28,2,Technical Degree,1719,4,0,48,2,4,Research Director,2,1,16704,17119,1,0,11,3,3,0,21,2,3,21,6,8,6,0
1327,46,1,1319,Sales,3,3,Technical Degree,1863,1,0,45,4,4,Sales Executive,1,1,13225,7739,2,0,12,3,4,1,25,5,3,19,17,2,8,0
553,40,1,804,Research & Development,2,1,Medical,763,4,0,86,2,1,Research Scientist,4,1,2342,22929,0,1,20,4,4,0,5,2,2,4,2,2,3,0
610,27,1,269,Research & Development,5,1,Technical Degree,844,3,1,42,2,3,Research Director,4,1,12808,8842,1,1,16,3,2,1,9,3,3,9,8,0,8,0
1347,36,2,1213,Human Resources,2,1,Human Resources,1890,2,1,94,2,2,Human Resources,4,1,3886,4223,1,0,21,4,4,0,10,2,2,10,1,0,8,0
1410,40,1,444,Sales,2,2,Marketing,1986,2,0,92,3,2,Sales Executive,2,2,5677,4258,3,0,14,3,3,1,15,4,3,11,8,5,10,0
293,26,1,950,Sales,4,4,Marketing,401,4,1,48,2,2,Sales Executive,4,1,5828,8450,1,1,12,3,2,0,8,0,3,8,7,7,4,1
1053,57,1,405,Research & Development,1,2,Life Sciences,1483,2,1,93,4,2,Research Scientist,3,2,4900,2721,0,0,24,4,1,1,13,2,2,12,9,2,8,0
899,49,1,1098,Research & Development,4,2,Medical,1256,1,1,85,2,5,Manager,3,2,18711,12124,2,0,13,3,3,1,23,2,4,1,0,0,0,0
1368,34,2,735,Research & Development,22,4,Other,1932,3,1,86,2,2,Research Scientist,4,2,5747,26496,1,1,15,3,2,0,16,3,3,15,10,6,11,0
627,52,2,890,Research & Development,25,4,Medical,867,3,0,81,2,4,Manufacturing Director,4,2,13826,19028,3,0,22,4,3,0,31,3,3,9,8,0,0,0
976,56,1,1369,Research & Development,23,3,Life Sciences,1373,4,1,68,3,4,Manufacturing Director,2,2,13402,18235,4,1,12,3,1,1,33,0,3,19,16,15,9,0
1450,35,1,1146,Human Resources,26,4,Life Sciences,2040,3,0,31,3,3,Human Resources,4,1,8837,16642,1,1,16,3,3,0,9,2,3,9,0,1,7,0
1362,45,2,1297,Research & Development,1,4,Medical,1922,2,1,44,3,2,Healthcare Representative,3,1,5399,14511,4,0,12,3,3,0,12,3,3,4,2,0,3,0
581,30,1,921,Research & Development,1,3,Life Sciences,806,4,1,38,1,1,Laboratory Technician,3,2,3833,24375,3,0,21,4,3,2,7,2,3,2,2,0,2,0
1181,49,1,465,Research & Development,6,1,Life Sciences,1661,3,0,41,2,4,Healthcare Representative,3,2,13966,11652,2,1,19,3,2,1,30,3,3,15,11,2,12,0
130,43,2,957,Research & Development,28,3,Medical,171,2,0,72,4,1,Research Scientist,3,1,4739,16090,4,0,12,3,4,0,18,2,3,3,2,1,2,0
26,32,2,1125,Research & Development,16,1,Life Sciences,33,2,0,72,1,1,Research Scientist,1,1,3919,4681,1,1,22,4,2,0,10,5,3,10,2,6,7,1
320,27,1,1377,Sales,2,3,Life Sciences,437,4,1,74,3,2,Sales Executive,3,1,4478,5242,1,1,11,3,1,0,5,3,3,5,4,0,4,0
1425,33,1,501,Research & Development,15,2,Medical,2009,2,0,95,3,2,Healthcare Representative,4,2,4878,21653,0,1,13,3,1,1,10,6,3,9,7,8,1,0
640,24,0,1269,Research & Development,4,1,Life Sciences,888,1,1,46,2,1,Laboratory Technician,4,2,3162,10778,0,0,17,3,4,0,6,2,2,5,2,3,4,0
1154,47,1,1176,Human Resources,26,4,Life Sciences,1625,4,0,98,3,5,Manager,3,2,19658,5220,3,0,11,3,3,1,27,2,3,5,2,1,0,0
381,30,1,202,Sales,2,1,Technical Degree,508,3,1,72,3,1,Sales Representative,2,2,2476,17434,1,0,18,3,1,1,1,3,3,1,0,0,0,0
757,34,1,216,Sales,1,4,Marketing,1047,2,1,75,4,2,Sales Executive,4,1,9725,12278,0,0,11,3,4,1,16,2,2,15,1,0,9,0
1314,45,0,589,Sales,2,4,Life Sciences,1845,3,0,67,3,2,Sales Executive,3,2,5154,19665,4,0,22,4,2,2,10,3,4,8,7,5,7,0
347,47,2,1309,Sales,4,1,Medical,467,2,1,99,3,2,Sales Representative,3,1,2976,25751,3,0,19,3,1,0,5,3,3,0,0,0,0,0
318,27,1,1220,Research & Development,5,3,Life Sciences,434,3,0,85,3,1,Research Scientist,2,1,2478,20938,1,1,12,3,2,0,4,2,2,4,3,1,2,0
663,21,1,1427,Research & Development,18,1,Other,923,4,0,65,3,1,Research Scientist,4,1,2693,8870,1,0,19,3,1,0,1,3,2,1,0,0,0,1
1043,53,1,447,Research & Development,2,3,Medical,1472,4,1,39,4,4,Research Director,2,1,16598,19764,4,0,12,3,2,0,35,2,2,9,8,8,8,0
134,26,1,1355,Human Resources,25,1,Life Sciences,177,3,0,61,3,1,Human Resources,3,2,2942,8916,1,0,23,4,4,1,8,3,3,8,7,5,7,0
1001,37,1,1462,Research & Development,11,3,Medical,1411,1,0,94,3,1,Laboratory Technician,3,1,3629,19106,4,0,18,3,1,0,8,6,3,3,2,0,2,0
44,30,2,721,Research & Development,1,2,Medical,57,3,0,58,3,2,Laboratory Technician,4,1,4011,10781,1,0,23,4,4,0,12,2,3,12,8,3,7,0
1204,48,2,708,Sales,7,2,Medical,1691,4,0,95,3,1,Sales Representative,3,2,2655,11740,2,1,11,3,3,2,19,3,3,9,7,7,7,1
434,31,1,1274,Research & Development,9,1,Life Sciences,581,3,1,33,3,3,Manufacturing Director,2,1,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8,0
1386,26,1,157,Research & Development,1,3,Medical,1952,3,1,95,3,1,Laboratory Technician,1,1,2867,20006,0,0,13,3,4,0,8,6,2,7,7,7,6,0
261,38,0,1327,Sales,2,2,Life Sciences,361,4,1,39,2,2,Sales Executive,4,2,5249,19682,3,0,18,3,4,1,13,0,3,8,7,7,5,0
250,37,2,504,Research & Development,10,3,Medical,342,1,1,61,3,3,Manufacturing Director,3,1,10048,22573,6,0,11,3,2,2,17,5,3,1,0,0,0,1
718,45,0,248,Research & Development,23,2,Life Sciences,1002,4,1,42,3,2,Laboratory Technician,1,2,3633,14039,1,1,15,3,3,1,9,2,3,9,8,0,8,0
123,51,1,684,Research & Development,6,3,Life Sciences,162,1,1,51,3,5,Research Director,3,1,19537,6462,7,0,13,3,3,0,23,5,3,20,18,15,15,0
474,24,1,691,Research & Development,23,3,Medical,639,2,1,89,4,1,Research Scientist,4,2,2725,21630,1,1,11,3,2,2,6,3,3,6,5,1,4,0
591,33,1,118,Sales,16,3,Marketing,819,1,0,69,3,2,Sales Executive,1,1,5324,26507,5,0,15,3,3,0,6,3,3,3,2,0,2,1
793,28,1,895,Research & Development,15,2,Life Sciences,1102,1,1,50,3,1,Laboratory Technician,3,1,2207,22482,1,0,16,3,4,1,4,5,2,4,2,2,2,0
144,32,2,689,Sales,9,2,Medical,195,4,1,35,1,2,Sales Executive,4,1,4668,22812,0,0,17,3,4,3,9,2,4,8,7,0,7,0
259,31,2,307,Research & Development,29,2,Medical,355,3,1,71,2,1,Laboratory Technician,2,1,3479,11652,0,0,11,3,2,0,6,2,4,5,4,1,4,1
2,37,1,1373,Research & Development,2,2,Other,4,4,1,92,2,1,Laboratory Technician,3,1,2090,2396,6,1,15,3,2,0,7,3,3,0,0,0,0,1
479,24,2,1287,Research & Development,7,3,Life Sciences,647,1,0,55,3,1,Laboratory Technician,3,2,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,1
145,30,1,201,Research & Development,5,3,Technical Degree,197,4,0,84,3,1,Research Scientist,1,1,3204,10415,5,0,14,3,4,1,8,3,3,3,2,2,2,0
222,37,2,663,Research & Development,11,3,Other,306,2,1,47,3,3,Research Director,4,1,12185,10056,1,1,14,3,3,3,10,1,3,10,8,0,7,0
575,54,1,376,Research & Development,19,4,Medical,799,4,0,95,3,2,Manufacturing Director,1,1,5485,22670,9,1,11,3,2,2,9,4,3,5,3,1,4,0
596,35,1,1258,Research & Development,1,4,Life Sciences,826,4,0,40,4,1,Research Scientist,3,1,2506,13301,3,0,13,3,3,0,7,0,3,2,2,2,2,0
124,31,1,249,Sales,6,4,Life Sciences,163,2,1,76,1,2,Sales Executive,3,2,6172,20739,4,1,18,3,2,0,12,3,2,7,7,7,7,1
1152,21,1,546,Research & Development,5,1,Medical,1623,3,1,97,3,1,Research Scientist,4,1,3117,26009,1,0,18,3,3,0,3,2,3,2,2,2,2,0
332,54,2,928,Research & Development,20,4,Life Sciences,450,4,0,31,3,2,Research Scientist,3,1,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3,0
1203,53,1,1395,Research & Development,24,4,Medical,1689,2,1,48,4,3,Healthcare Representative,4,2,7005,3458,3,0,15,3,3,0,11,2,3,4,3,1,2,0
1378,42,1,419,Sales,12,4,Marketing,1943,2,1,77,3,2,Sales Executive,4,1,5087,2900,3,1,12,3,3,2,14,4,3,0,0,0,0,0
754,33,0,1038,Sales,8,1,Life Sciences,1044,2,0,88,2,1,Sales Representative,4,1,2342,21437,0,0,19,3,4,0,3,2,2,2,2,2,2,0
568,55,1,725,Research & Development,2,3,Medical,787,4,1,78,3,5,Manager,1,2,19859,21199,5,1,13,3,4,1,24,2,3,5,2,1,4,1
148,41,1,933,Research & Development,9,4,Life Sciences,200,3,1,94,3,1,Laboratory Technician,1,2,2238,6961,2,0,21,4,4,1,7,2,3,5,0,1,4,0
755,45,1,1234,Sales,11,2,Life Sciences,1045,4,0,90,3,4,Manager,4,2,17650,5404,3,0,13,3,2,1,26,4,4,9,3,1,1,0
325,31,2,798,Research & Development,7,2,Life Sciences,442,3,0,48,2,3,Manufacturing Director,3,2,8943,14034,1,0,24,4,1,1,10,2,3,10,9,8,9,0
1442,29,1,1092,Research & Development,1,4,Medical,2027,1,1,36,3,1,Research Scientist,4,2,4787,26124,9,1,14,3,2,3,4,3,4,2,2,2,2,1
638,25,1,583,Sales,4,1,Marketing,885,3,1,87,2,2,Sales Executive,1,2,4256,18154,1,0,12,3,1,0,5,1,4,5,2,0,3,0
521,27,2,1410,Sales,3,1,Medical,714,4,0,71,4,2,Sales Executive,4,1,4647,16673,1,1,20,4,2,2,6,3,3,6,5,0,4,0
997,27,1,135,Research & Development,17,4,Life Sciences,1405,4,0,51,3,1,Research Scientist,3,1,2394,25681,1,1,13,3,4,0,8,2,3,8,2,7,7,1
411,60,1,422,Research & Development,7,3,Life Sciences,549,1,0,41,3,5,Manager,1,2,19566,3854,5,0,11,3,4,0,33,5,1,29,8,11,10,0
832,37,1,367,Research & Development,25,2,Medical,1161,3,0,52,2,2,Healthcare Representative,4,1,5731,17171,7,0,13,3,3,2,9,2,3,6,2,1,3,0
942,36,1,325,Research & Development,10,4,Technical Degree,1312,4,0,63,3,3,Healthcare Representative,3,2,7094,5747,3,0,12,3,1,0,10,0,3,7,7,1,7,0
1177,50,1,813,Research & Development,17,5,Life Sciences,1656,4,0,50,2,3,Research Director,1,1,13269,21981,5,0,15,3,3,3,19,3,3,14,11,1,11,0
616,51,1,1318,Sales,26,4,Marketing,851,1,0,66,3,4,Manager,3,2,16307,5594,2,0,14,3,3,1,29,2,2,20,6,4,17,0
801,50,2,959,Sales,1,4,Other,1113,4,1,81,3,2,Sales Executive,3,1,4728,17251,3,1,14,3,4,0,5,4,3,0,0,0,0,1
1016,31,1,202,Research & Development,8,3,Life Sciences,1433,1,0,34,2,1,Research Scientist,2,1,1261,22262,1,0,12,3,3,0,1,3,4,1,0,0,0,1
950,31,0,587,Sales,2,4,Life Sciences,1324,4,0,57,3,3,Sales Executive,3,1,9852,8935,1,1,19,3,1,1,10,5,2,10,8,9,6,0
1130,35,1,750,Research & Development,28,3,Life Sciences,1596,2,1,46,4,2,Laboratory Technician,3,2,3407,25348,1,0,17,3,4,2,10,3,2,10,9,6,8,0
1122,29,1,1370,Research & Development,3,1,Medical,1586,2,1,87,3,1,Laboratory Technician,1,1,4723,16213,1,1,18,3,4,0,10,3,3,10,9,1,5,0
169,32,1,120,Research & Development,6,5,Life Sciences,231,3,1,43,3,1,Research Scientist,3,1,3038,12430,3,0,20,4,1,0,8,2,3,5,4,1,4,0
213,51,1,1469,Research & Development,8,4,Life Sciences,296,2,1,81,2,3,Research Director,2,2,12490,15736,5,0,16,3,4,2,16,5,1,10,9,4,7,0
414,24,1,1448,Sales,1,1,Technical Degree,554,1,0,62,3,1,Sales Representative,2,1,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4,1
904,48,1,715,Research & Development,1,3,Life Sciences,1263,4,1,76,2,5,Research Director,4,1,18265,8733,6,0,12,3,3,0,25,3,4,1,0,0,0,0
1294,41,1,447,Research & Development,5,3,Life Sciences,1814,2,1,85,4,2,Healthcare Representative,2,1,6870,15530,3,0,12,3,1,0,11,3,1,3,2,1,2,0
323,28,1,1157,Research & Development,2,4,Medical,440,1,1,84,1,1,Research Scientist,4,2,3464,24737,5,1,13,3,4,0,5,4,2,3,2,2,2,1
654,39,1,1383,Human Resources,2,3,Life Sciences,909,4,0,42,2,2,Human Resources,4,2,5204,7790,8,0,11,3,3,2,13,2,3,5,4,0,4,0
924,35,1,735,Research & Development,6,1,Life Sciences,1291,3,1,66,3,1,Research Scientist,3,2,3506,6020,0,1,14,3,4,0,4,3,3,3,2,2,2,0
1264,55,1,478,Research & Development,2,3,Medical,1770,3,1,60,2,5,Research Director,1,2,19038,19805,8,0,12,3,2,3,34,2,3,1,0,0,0,0
171,19,2,602,Sales,1,1,Technical Degree,235,3,0,100,1,1,Sales Representative,1,1,2325,20989,0,0,21,4,1,0,1,5,4,0,0,0,0,1
